gene	Buffer_scaled	IFN_B1a_scaled	IFN_lambda2_scaled	IFN_y_scaled	IL_10_scaled	IL_13_scaled	IL_4_scaled	cellType	cluster
NUB1	-0.427377365030857	2.23674218285343	-0.479147231895937	-0.00945252730520857	-0.397612560065813	-0.446401278428898	-0.476751220126717	PMNs	1
DDX60L	-0.451756542748852	2.24371400169984	-0.45397726230135	-0.0631539982117731	-0.345751667106746	-0.449608019338599	-0.479466511992517	PMNs	1
SHISA5	-0.511995248474416	2.22254361740459	-0.52125016395819	0.0440729151315569	-0.314845188460187	-0.417166987677062	-0.501358943966296	PMNs	1
IFITM3	-0.393731058857787	2.2542006554042	-0.452844014894747	-0.14177193617943	-0.461205632017608	-0.433536399850272	-0.371111613604359	PMNs	1
DYNLT1	-0.562309867787525	2.22282409618861	-0.545474283812123	-0.0149859997724515	-0.52609520709961	-0.329425760157306	-0.244532977559589	PMNs	1
CEACAM1	-0.412349930669125	2.24239342738599	-0.655298178255207	-0.186372475400409	-0.268163471734399	-0.415900889098937	-0.304308482227917	PMNs	1
EPSTI1	-0.467525222424932	2.23970971647677	-0.360627888461108	-0.0355965901337657	-0.486092991613837	-0.473066273900984	-0.416800749942145	PMNs	1
RNF213	-0.484994590482814	2.23808528344951	-0.45873599778566	-0.0241833192483875	-0.481700973285131	-0.424668300290468	-0.363802102357051	PMNs	1
C9orf91	-0.444388540077563	2.18678364828783	-0.471886087830637	0.211254170231381	-0.45441159323546	-0.416270079352012	-0.611081518023534	PMNs	1
IRF7	-0.46080034703357	2.24201130450693	-0.405584436333413	-0.0411885581158015	-0.424350991370033	-0.473074105024816	-0.437012866629298	PMNs	1
LAP3	-0.451665507626355	2.22640948278948	-0.471965547138446	0.0481814447130483	-0.390788604486026	-0.493238376828898	-0.466932891422797	PMNs	1
RTP4	-0.562809740969658	2.24809870229724	-0.460181459885082	-0.135805227304603	-0.410725510371491	-0.330379751737385	-0.348197012029021	PMNs	1
TAP2	-0.49108089357871	2.17848271822576	-0.33374504517385	0.235400138695156	-0.584668943319728	-0.505214466276314	-0.499173508572311	PMNs	1
DDX58	-0.394752240348671	2.25272407595375	-0.44742834049301	-0.122559202598627	-0.434282178846779	-0.402485424923751	-0.451216688742914	PMNs	1
